"","newID","Source","Location","GPS","Host.Species","Aliquot","Infection.Type","Slaughter.Year","Slaughter.Month","Slaughter.Day","Sex","Age.months","Age.class","Breed","Domestic","Previous.Treatment","Shared.Grazing","Ruminant","Feeder","GPSlevel","year","month","DailyMaxTemp","DailyMinTemp","Precipitation","DailyWindSpeed","DailyMeanTemp"
"6552","SM6028","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"April",26,NA,9,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,4,21.656,11.775,2.65,3.849,16.7155
"6574","SM6029","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"May",9,NA,10,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,5,18.477,7.90200000000004,1.899,3.745,13.1895
"6596","SM603","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"August",31,NA,3,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,8,17.553,6.65900000000005,0.512,4.322,12.106
"6618","SM6030A","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"August",3,NA,13,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,8,18.518,6.84900000000005,1.323,4.839,12.6835
"6640","SM6031","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"August",3,NA,13,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,8,18.518,6.84900000000005,1.323,4.839,12.6835
"6662","SM6032","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"August",31,NA,14,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,8,18.518,6.84900000000005,1.323,4.839,12.6835
"6684","SM6033","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"August",31,NA,13,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,8,18.518,6.84900000000005,1.323,4.839,12.6835
"6706","SM604","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"September",15,NA,3,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,9,19.425,7.92500000000001,2.47,5.317,13.675
"6728","SM605","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"September",29,NA,3,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,9,19.425,7.92500000000001,2.47,5.317,13.675
"6750","SM606","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"October",13,NA,4,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,10,21.675,10.125,1.004,4.738,15.9
"6772","SM607","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"November",9,NA,4,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,11,23.016,12.447,1.493,5.664,17.7315
"6794","SM608","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"September",14,NA,3,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,9,19.425,7.92500000000001,2.47,5.317,13.675
"6816","SM609","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"November",23,NA,4,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,11,23.016,12.447,1.493,5.664,17.7315
"6838","SM6110","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"September",13,NA,4,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,9,19.506,7.68800000000005,1.374,4.996,13.597
"6860","SM6130","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"September",13,NA,4,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,9,19.506,7.68800000000005,1.374,4.996,13.597
"6882","SM631","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"June",7,NA,22,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,6,18.186,6.89800000000002,1.021,5.32,12.542
"6904","SM835","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"May",24,NA,20,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,5,17.925,7.76300000000003,1.243,3.988,12.844
"6926","SMDO813","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"May",15,NA,22,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,5,17.925,7.76300000000003,1.243,3.988,12.844
"6948","SMDO824","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"August",17,NA,23,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,8,17.553,6.65900000000005,0.512,4.322,12.106
"6970","SMDO83","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"July",5,NA,24,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,7,17.276,5.90100000000001,1.582,3.994,11.5885
"6992","SMDO858","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"June",21,NA,21,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,6,18.186,6.89800000000002,1.021,5.32,12.542
"7014","SMDO873","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"May",10,NA,20,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,5,17.925,7.76300000000003,1.243,3.988,12.844
"7036","SMDO873a","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"April",26,NA,19,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,4,20.069,10.163,1.814,4.13,15.116
"7058","SMDO891","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"May",24,NA,19,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,5,17.925,7.76300000000003,1.243,3.988,12.844
"7080","SME015","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"August",31,NA,11,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,8,18.518,6.84900000000005,1.323,4.839,12.6835
"7102","SMK5921","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"August",30,NA,23,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,8,18.518,6.84900000000005,1.323,4.839,12.6835
"7124","SMK5948","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"July",6,NA,22,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,7,17.585,6.26000000000005,1.96,4.35,11.9225
"7146","SMK5951","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"July",20,NA,22,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,7,17.585,6.26000000000005,1.96,4.35,11.9225
"7168","SMK5956","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"June",7,NA,21,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,6,18.05,7.23200000000003,0.522,4.756,12.641
"7190","SMK5961","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"June",22,NA,21,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,6,18.05,7.23200000000003,0.522,4.756,12.641
"7212","SMK6010","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"October",27,NA,4,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,10,21.675,10.125,1.004,4.738,15.9
"7234","SMK6011","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"November",23,NA,4,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,11,23.016,12.447,1.493,5.664,17.7315
"7256","SMK6012","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"December",8,NA,5,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,12,25.16,13.797,3.103,5.553,19.4785
"7278","SMK6013","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"December",8,NA,5,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,12,25.16,13.797,3.103,5.553,19.4785
"7300","SMK6014","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"September",28,NA,2,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,9,19.425,7.92500000000001,2.47,5.317,13.675
"7322","SMK6016","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"October",12,NA,3,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,10,21.675,10.125,1.004,4.738,15.9
"7344","SMK6018","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"January",4,NA,6,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,1,25.972,14.178,1.351,5.175,20.075
"7366","SMK6018a","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"October",26,NA,3,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,10,21.675,10.125,1.004,4.738,15.9
"7388","SMK6019","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"November",9,NA,4,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,11,23.016,12.447,1.493,5.664,17.7315
"7410","SMK6020","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"November",23,NA,4,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,11,23.016,12.447,1.493,5.664,17.7315
"7432","SMK6021","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"December",7,NA,5,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,12,25.16,13.797,3.103,5.553,19.4785
"7454","SMK6022","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"December",7,NA,5,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,12,25.16,13.797,3.103,5.553,19.4785
"7476","SMK6023","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"December",7,NA,5,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,12,25.16,13.797,3.103,5.553,19.4785
"7498","SMK6025","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"December",21,NA,5,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,12,25.16,13.797,3.103,5.553,19.4785
"7520","SMK6027","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"January",4,NA,6,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,1,25.972,14.178,1.351,5.175,20.075
"7542","SMK6028","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"January",18,NA,6,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,1,25.972,14.178,1.351,5.175,20.075
"7564","SMK6029","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"January",18,NA,6,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,1,25.972,14.178,1.351,5.175,20.075
"7586","SMK603","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"August",17,NA,3,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,8,17.553,6.65900000000005,0.512,4.322,12.106
"7608","SMK6030","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"February ",1,NA,7,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,NA,NA,NA,NA,NA,NA
"7630","SMK6031","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"February ",1,NA,7,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,NA,NA,NA,NA,NA,NA
"7652","SMK6032","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"March",1,NA,8,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,3,24.334,14.559,3.729,4.301,19.4465
"7674","SMK6033","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"March",15,NA,8,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,3,24.334,14.559,3.729,4.301,19.4465
"7696","SMK6035","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"April",12,NA,9,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,4,21.656,11.775,2.65,3.849,16.7155
"7718","SMK6036","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"April",12,NA,9,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,4,21.656,11.775,2.65,3.849,16.7155
"7740","SMK6037","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"April",26,NA,9,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,4,21.656,11.775,2.65,3.849,16.7155
"7762","SMK6038","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"May",9,NA,10,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,5,18.477,7.90200000000004,1.899,3.745,13.1895
"7784","SMK6039","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"February",1,NA,7,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,2,25.799,14.837,1.113,5.132,20.318
"7806","SMK604","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"September",15,NA,3,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,9,19.425,7.92500000000001,2.47,5.317,13.675
"7828","SMK6041","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"March",1,NA,8,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,3,24.334,14.559,3.729,4.301,19.4465
"7850","SMK6042","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"March",1,NA,8,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,3,24.334,14.559,3.729,4.301,19.4465
"7872","SMK6043","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"March",15,NA,8,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,3,24.334,14.559,3.729,4.301,19.4465
"7894","SMK6044","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"March",15,NA,8,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,3,24.334,14.559,3.729,4.301,19.4465
"7916","SMK6045","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"March",28,NA,8,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,3,24.334,14.559,3.729,4.301,19.4465
"7938","SMK6046","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"March",28,NA,8,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,3,24.334,14.559,3.729,4.301,19.4465
"7960","SMK6047","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"June",2,NA,11,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,6,18.05,7.23200000000003,0.522,4.756,12.641
"7982","SMK6048","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"July",6,NA,12,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,7,17.585,6.26000000000005,1.96,4.35,11.9225
"8004","SMK605","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"August",31,NA,2,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,8,17.553,6.65900000000005,0.512,4.322,12.106
"8026","SMK606","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"September",29,NA,3,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,9,19.425,7.92500000000001,2.47,5.317,13.675
"8048","SMK608","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"October",27,NA,4,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,10,21.675,10.125,1.004,4.738,15.9
"8070","SMK609","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1960,"September",14,NA,3,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,9,19.425,7.92500000000001,2.47,5.317,13.675
"8092","SMK619","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Tracer",1961,"September",13,NA,4,"Juvenile","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,9,19.506,7.68800000000005,1.374,4.996,13.597
"8114","SMO34","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"September",28,NA,27,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,9,19.425,7.92500000000001,2.47,5.317,13.675
"8136","SMO818","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"July",19,NA,25,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,7,17.276,5.90100000000001,1.582,3.994,11.5885
"8158","SMO821","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"September",14,NA,24,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,9,19.425,7.92500000000001,2.47,5.317,13.675
"8180","SMO822","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"August",31,NA,23,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,8,17.553,6.65900000000005,0.512,4.322,12.106
"8202","SMO823","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"August",17,NA,23,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,8,17.553,6.65900000000005,0.512,4.322,12.106
"8224","SMO827","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"July",19,NA,25,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,7,17.276,5.90100000000001,1.582,3.994,11.5885
"8246","SMO834","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"September",14,NA,24,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,9,19.425,7.92500000000001,2.47,5.317,13.675
"8268","SMO834a","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"July",5,NA,24,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,7,17.276,5.90100000000001,1.582,3.994,11.5885
"8290","SMO835","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"August",3,NA,25,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,8,17.553,6.65900000000005,0.512,4.322,12.106
"8312","SMO845","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"June",21,NA,22,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,6,18.186,6.89800000000002,1.021,5.32,12.542
"8334","SMO853","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"August",31,NA,23,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,8,17.553,6.65900000000005,0.512,4.322,12.106
"8356","SMO881","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"April",26,NA,19,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,4,20.069,10.163,1.814,4.13,15.116
"8378","SMO89","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"August",3,NA,25,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,8,17.553,6.65900000000005,0.512,4.322,12.106
"8400","SMO9105","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"April",12,NA,19,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,4,21.656,11.775,2.65,3.849,16.7155
"8422","SMO9107","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"October",26,NA,13,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,10,21.675,10.125,1.004,4.738,15.9
"8444","SMO9116","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1961,"July",6,NA,22,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1961,7,17.585,6.26000000000005,1.96,4.35,11.9225
"8466","SMO926","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"November",9,NA,14,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,11,23.016,12.447,1.493,5.664,17.7315
"8488","SMO932","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"September",28,NA,12,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,9,19.425,7.92500000000001,2.47,5.317,13.675
"8510","SMO935","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"November",23,NA,14,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,11,23.016,12.447,1.493,5.664,17.7315
"8532","SMO946","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"October",12,NA,13,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,10,21.675,10.125,1.004,4.738,15.9
"8554","SMO968","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"September",28,NA,16,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,9,19.425,7.92500000000001,2.47,5.317,13.675
"8576","SMO972","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"October",26,NA,13,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,10,21.675,10.125,1.004,4.738,15.9
"8598","SMO977","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"October",12,NA,13,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,10,21.675,10.125,1.004,4.738,15.9
"8620","SMO999","Muller1968","Cape, South Africa","34°0' S 22°25' E","Sheep","see reference","Natural",1960,"November",9,NA,14,"Adult","Merino",TRUE,"None",FALSE,TRUE,"Grazer",27,1960,11,23.016,12.447,1.493,5.664,17.7315
"8642","Sp1","Boomker1986","Kalahari Gemsbok National Park, South Africa","24°30-25°47'S 20°-20°52' E","Springbok","1/10th volume","Natural",1984,"October",NA,"F",NA,"Young adult",NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",12,1984,10,32.063,14.545,0.389,2.439,23.304
"8649","Sp2","Boomker1986","Kalahari Gemsbok National Park, South Africa","24°30-25°47'S 20°-20°52' E","Springbok","1/10th volume","Natural",1984,"October",NA,"M",NA,"Young adult",NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",12,1984,10,32.063,14.545,0.389,2.439,23.304
"8656","Sp3","Boomker2000","Western Cape, South Africa",NA,"Springbok","check Boomker 1989 Kudu","Natural",NA,NA,NA,"F",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",NA,NA,NA,NA,NA,NA,NA,NA
"8662","SpH1","Horak1982b","Transvaal, South Africa","26°09'S 26°11' E","Springbok","all sieved","Natural",1977,"May",26,"M",NA,NA,NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",21,1977,5,22.923,4.74200000000002,0.078,2.553,13.8325
"8682","SpH10","Horak1982b","Transvaal, South Africa","26°06'S 27°46' E","Springbok","all sieved","Natural",1977,"June",29,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",20,1977,6,20.264,2.86400000000003,0,2.721,11.564
"8702","SpH11","Horak1982b","Transvaal, South Africa","26°06'S 27°46' E","Springbok","all sieved","Natural",1977,"June",29,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",20,1977,6,20.264,2.86400000000003,0,2.721,11.564
"8722","SpH12","Horak1982b","Transvaal, South Africa","26°06'S 27°46' E","Springbok","all sieved","Natural",1977,"June",29,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",20,1977,6,20.264,2.86400000000003,0,2.721,11.564
"8742","SpH13","Horak1982b","Transvaal, South Africa","26°06'S 27°46' E","Springbok","all sieved","Natural",1977,"June",29,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",20,1977,6,20.264,2.86400000000003,0,2.721,11.564
"8762","SpH14","Horak1982b","Transvaal, South Africa","26°06'S 27°46' E","Springbok","all sieved","Natural",1977,"July",13,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",20,1977,7,19.8,1.08700000000005,0,2.746,10.4435
"8782","SpH15","Horak1982b","Transvaal, South Africa","26°06'S 27°46' E","Springbok","all sieved","Natural",1977,"July",13,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",20,1977,7,19.8,1.08700000000005,0,2.746,10.4435
"8802","SpH16","Horak1982b","Transvaal, South Africa","26°06'S 27°46' E","Springbok","all sieved","Natural",1977,"August",16,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",20,1977,8,21.233,4.71500000000003,0.053,3.562,12.974
"8822","SpH17","Horak1982b","Transvaal, South Africa","26°06'S 27°46' E","Springbok","all sieved","Natural",1977,"August",16,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",20,1977,8,21.233,4.71500000000003,0.053,3.562,12.974
"8842","SpH18","Horak1982b","Western Cape, South Africa","34°02'S 20°26' E","Springbok","all sieved","Natural",1979,"December",NA,NA,NA,NA,NA,FALSE,"None",TRUE,TRUE,"Mixed feeder",28,1979,12,27.931,16.875,1.305,5.456,22.403
